"2021-07-29 14:13:39.029214","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 567"
"2021-07-29 14:13:39.031620","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_waits_history_long st WHERE st.nesting_event_id = 567"
"2021-07-29 14:13:39.032948","root[root] @  [172.19.0.1]",9,1,"Query","SHOW INDEX FROM `hub_catalago`.`Profissoes`"
"2021-07-29 14:13:41.582147","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:44.596540","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:47.610712","root[root] @  [172.19.0.1]",22,1,"Quit",""
"2021-07-29 14:13:47.610712","root[root] @  [172.19.0.1]",21,1,"Quit",""
"2021-07-29 14:13:53.595138","root[root] @  [172.19.0.1]",8,1,"Query","SELECT *, CONVERT(argument USING utf8) FROM mysql.general_log\nLIMIT 0, 1000"
"2021-07-29 14:13:53.605109","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 8"
"2021-07-29 14:13:53.607421","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 570"
"2021-07-29 14:13:53.609198","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_waits_history_long st WHERE st.nesting_event_id = 570"
"2021-07-29 14:14:10.487931","root[root] @  [172.19.0.1]",8,1,"Query","SELECT *, CONVERT(argument USING utf8) FROM mysql.general_log order by event_time desc\nLIMIT 0, 1000"
"2021-07-29 14:14:10.523109","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 8"
"2021-07-29 14:14:10.525352","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 572"
